url_length,special_char_count,digit_ratio,letter_ratio,subdomain_count,url_entropy,has_ip
13,1,0.0,0.9230769230769231,1,2.351673301904631,0
56,5,0.0,0.9107142857142857,1,2.8104258656980545,0
11,1,0.0,0.9090909090909091,1,2.1458417525947544,0
29,4,0.0,0.8620689655172413,1,2.6258781185817615,0
7,1,0.0,0.8571428571428571,1,1.945910149055314,0
91,10,0.21978021978021978,0.6703296703296703,1,3.20606535321238,0
6,1,0.16666666666666666,0.6666666666666666,1,1.791759469228055,0
81,14,0.0,0.8271604938271605,2,2.6853334608923674,0
22,3,0.09090909090909091,0.7727272727272727,1,2.6023807799324827,0
11,1,0.0,0.9090909090909091,1,1.8462202193216335,0
25,6,0.0,0.76,2,2.7888535522534674,0
35,7,0.0,0.8,1,2.876763655511931,0
30,5,0.03333333333333333,0.8,1,2.783028220384718,0
44,5,0.18181818181818182,0.7045454545454546,1,2.9432118352302816,0
10,1,0.3,0.6,1,1.9730014063936128,0
86,11,0.19767441860465115,0.6744186046511628,2,3.322118281275907,0
103,22,0.27184466019417475,0.5145631067961165,1,3.4701822965492815,0
20,2,0.0,0.9,2,2.4150521219178067,0
43,6,0.0,0.8604651162790697,1,2.8032719700570987,0
73,9,0.0,0.8767123287671232,1,2.8798446355863727,0
71,12,0.08450704225352113,0.7464788732394366,1,3.061372099786955,0
36,4,0.0,0.8888888888888888,2,3.015335123367012,0
50,7,0.1,0.76,1,3.1178951975187665,0
62,8,0.16129032258064516,0.7096774193548387,1,3.25651577941121,0
11,1,0.0,0.9090909090909091,1,2.2718685126965625,0
27,6,0.0,0.7777777777777778,1,2.7924158657580307,0
13,1,0.0,0.9230769230769231,1,2.20478541691352,0
44,6,0.0,0.8636363636363636,1,2.8383729770920474,0
63,9,0.0,0.8571428571428571,1,2.8319365037373343,0
46,8,0.15217391304347827,0.6739130434782609,1,3.08450151779276,0
9,1,0.0,0.8888888888888888,1,2.0431918705451206,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
27,6,0.0,0.7777777777777778,1,2.6922911526766296,0
62,12,0.11290322580645161,0.6935483870967742,1,3.3415899865068672,0
37,8,0.0,0.7837837837837838,1,2.8479116882974895,0
16,1,0.0,0.9375,1,2.5126585295298014,0
15,4,0.06666666666666667,0.6666666666666666,1,2.615630577027551,0
17,1,0.0,0.9411764705882353,1,2.3439329813080194,0
21,1,0.0,0.9523809523809523,1,2.4416605653304333,0
49,6,0.20408163265306123,0.673469387755102,1,3.1418131225380663,0
15,1,0.0,0.9333333333333333,1,2.338371704803573,0
53,7,0.1509433962264151,0.7169811320754716,1,3.2558377746912432,0
51,6,0.11764705882352941,0.7647058823529411,1,2.735371714448185,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
65,9,0.07692307692307693,0.7846153846153846,2,3.3065235130041044,0
14,1,0.0,0.9285714285714286,1,2.106577333232116,0
14,1,0.21428571428571427,0.7142857142857143,1,2.4036404106149494,0
49,9,0.0,0.8163265306122449,1,2.9613842590588035,0
13,1,0.0,0.9230769230769231,1,2.351673301904631,0
21,1,0.0,0.9523809523809523,1,2.532591160801121,0
11,1,0.0,0.9090909090909091,1,2.2718685126965625,0
69,10,0.08695652173913043,0.7681159420289855,1,3.4050489836369255,0
49,7,0.0,0.8571428571428571,1,2.7405724573361447,0
10,1,0.2,0.7,1,2.3025850929940455,0
303,25,0.3927392739273927,0.5247524752475248,1,3.3383685321775065,0
15,1,0.0,0.9333333333333333,1,2.395908119293929,0
38,6,0.18421052631578946,0.6578947368421053,1,3.1220184985197483,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
11,1,0.0,0.9090909090909091,1,2.2718685126965625,0
33,5,0.0,0.8484848484848485,1,2.7244909964991293,0
8,1,0.125,0.75,1,1.9061547465398496,0
19,2,0.21052631578947367,0.6842105263157895,1,2.698011019844113,0
52,8,0.0,0.8461538461538461,1,2.906450437921901,0
18,2,0.0,0.8888888888888888,2,2.4282736375228677,0
37,7,0.0,0.8108108108108109,1,2.983155586551054,0
22,2,0.0,0.9090909090909091,1,2.5393673998815784,0
34,7,0.0,0.7941176470588235,2,2.8432074050441813,0
12,1,0.25,0.6666666666666666,1,2.0228085294147036,0
71,8,0.14084507042253522,0.7464788732394366,1,3.2751060769605895,0
68,13,0.23529411764705882,0.5735294117647058,1,3.059630828972573,0
10,2,0.0,0.8,2,1.8343719702816237,0
16,1,0.0,0.9375,1,2.3393717343898155,0
37,5,0.0,0.8648648648648649,1,2.751522135039295,0
107,17,0.0,0.8411214953271028,2,2.9839598870366135,0
67,10,0.07462686567164178,0.7761194029850746,1,3.091281934355909,0
9,1,0.0,0.8888888888888888,1,2.0431918705451206,0
16,2,0.0,0.875,2,2.5126585295298014,0
12,1,0.0,0.9166666666666666,1,2.3693821196946763,0
14,1,0.07142857142857142,0.8571428571428571,1,2.341994252232425,0
76,11,0.09210526315789473,0.7631578947368421,2,3.166743247465746,0
15,2,0.0,0.8666666666666667,1,2.338371704803573,0
23,2,0.13043478260869565,0.782608695652174,1,2.8943995444300383,0
58,8,0.1206896551724138,0.7413793103448276,1,3.2061517370741406,0
24,2,0.0,0.9166666666666666,1,2.6723516979942703,0
16,2,0.0,0.875,1,2.3933121229745242,0
13,1,0.23076923076923078,0.6923076923076923,1,2.458311329683084,0
45,6,0.1111111111111111,0.7555555555555555,1,2.9899880097024205,0
12,2,0.0,0.8333333333333334,2,2.3693821196946763,0
80,9,0.2375,0.65,1,3.2316782224351197,0
19,1,0.0,0.9473684210526315,1,2.4515830605217857,0
73,8,0.2465753424657534,0.6438356164383562,1,3.1832910919838713,0
18,2,0.0,0.8888888888888888,1,2.5823063443139667,0
67,9,0.0,0.8656716417910447,1,2.942139513494399,0
85,12,0.023529411764705882,0.8352941176470589,2,3.0120020775639023,0
9,1,0.3333333333333333,0.5555555555555556,1,2.1972245773362196,0
12,1,0.0,0.9166666666666666,1,2.0947290475276485,0
11,1,0.0,0.9090909090909091,1,2.3978952727983707,0
34,5,0.20588235294117646,0.6470588235294118,1,3.0624638741431216,0
10,1,0.1,0.8,1,2.0253262207700677,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
18,1,0.0,0.9444444444444444,1,2.3992042962026154,0
8,1,0.0,0.875,1,2.0794415416798357,0
14,2,0.0,0.8571428571428571,2,2.4410152780267027,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
42,7,0.023809523809523808,0.8095238095238095,1,2.969772702899915,0
69,11,0.0,0.8405797101449275,1,2.8751925279999324,0
13,2,0.0,0.8461538461538461,2,2.2450352741261774,0
43,6,0.0,0.8604651162790697,1,2.7167403536852426,0
22,3,0.045454545454545456,0.8181818181818182,2,2.649948793001987,0
14,1,0.0,0.9285714285714286,1,2.4410152780267027,0
51,7,0.0,0.8627450980392157,1,2.9669414015909648,0
12,1,0.0,0.9166666666666666,1,2.1383330595080277,0
43,7,0.11627906976744186,0.7209302325581395,1,3.0677377948224924,0
24,1,0.0,0.9583333333333334,1,2.177923590830129,0
32,6,0.0,0.8125,1,2.750504403054209,0
10,1,0.0,0.9,1,2.163955656882057,0
46,5,0.0,0.8913043478260869,1,2.844911660838039,0
9,2,0.0,0.7777777777777778,2,2.0431918705451206,0
51,6,0.0784313725490196,0.803921568627451,1,2.992415280546745,0
244,23,0.26639344262295084,0.639344262295082,2,3.3306096018441926,0
61,7,0.01639344262295082,0.8688524590163934,1,2.9912783914647516,0
75,9,0.08,0.8,1,3.0734889303484567,0
34,8,0.0,0.7647058823529411,2,2.9401437834560737,0
69,8,0.10144927536231885,0.782608695652174,1,3.2281493800785177,0
11,2,0.0,0.8181818181818182,1,2.1458417525947544,0
99,20,0.08080808080808081,0.7171717171717171,1,3.15480372085697,0
45,6,0.2,0.6666666666666666,1,3.1323929799654184,0
125,17,0.04,0.824,1,3.578845661143877,0
72,11,0.05555555555555555,0.7916666666666666,1,3.1778452562433825,0
15,2,0.0,0.8666666666666667,2,2.5232109529528914,0
230,16,0.4652173913043478,0.4652173913043478,1,3.2192986397354533,0
27,2,0.0,0.9259259259259259,1,2.743635388273662,0
11,1,0.0,0.9090909090909091,1,1.8462202193216335,0
30,6,0.1,0.7,1,2.765586615592566,0
15,1,0.06666666666666667,0.8666666666666667,1,2.5232109529528914,0
10,1,0.0,0.9,1,2.163955656882057,0
15,1,0.0,0.9333333333333333,1,2.3034884952192693,0
10,1,0.6,0.3,1,2.3025850929940455,0
101,17,0.2079207920792079,0.6237623762376238,2,3.4681255828359676,0
49,5,0.02040816326530612,0.8775510204081632,1,2.839316931428823,0
17,1,0.0,0.9411764705882353,1,2.3947004058583334,0
51,5,0.0,0.9019607843137255,1,2.96829868529767,0
23,3,0.0,0.8695652173913043,2,2.4872576985931496,0
19,2,0.0,0.8947368421052632,2,2.3786201994102125,0
49,8,0.20408163265306123,0.6326530612244898,1,3.1574217084886023,0
21,2,0.19047619047619047,0.7142857142857143,1,2.846480386134867,0
50,6,0.2,0.68,1,3.1492900861446387,0
51,9,0.0784313725490196,0.7450980392156863,2,3.384583725026844,0
36,4,0.0,0.8888888888888888,1,2.8082595692180115,0
53,9,0.09433962264150944,0.7358490566037735,1,3.041480576700528,0
51,9,0.0,0.8235294117647058,1,2.8578613523789516,0
53,24,0.0,0.5471698113207547,1,3.0516910146080307,0
14,1,0.0,0.9285714285714286,1,2.1682234916146403,0
22,1,0.0,0.9545454545454546,1,2.311097886212714,0
14,2,0.0,0.8571428571428571,1,2.4410152780267027,0
15,1,0.0,0.9333333333333333,1,2.2110688711446103,0
24,5,0.0,0.7916666666666666,1,2.6723516979942694,0
15,1,0.0,0.9333333333333333,1,2.395908119293929,0
42,5,0.0,0.8809523809523809,1,2.7552855294402745,0
89,11,0.10112359550561797,0.7752808988764045,1,3.189240936902388,0
75,11,0.0,0.8533333333333334,1,2.770086798332086,0
13,1,0.23076923076923078,0.6923076923076923,1,2.564949357461537,0
54,8,0.18518518518518517,0.6666666666666666,1,3.3244043171994586,0
55,11,0.01818181818181818,0.7818181818181819,1,2.9973677674034844,0
49,9,0.0,0.8163265306122449,1,2.9279359753784853,0
13,1,0.0,0.9230769230769231,1,2.351673301904631,0
43,5,0.0,0.8837209302325582,1,2.848354447769228,0
11,1,0.0,0.9090909090909091,1,2.1458417525947544,0
41,6,0.0,0.8536585365853658,1,2.7627967711872947,0
72,12,0.0,0.8333333333333334,1,2.909095276270598,0
35,5,0.11428571428571428,0.7428571428571429,1,2.8371552451942197,0
17,2,0.0,0.8823529411764706,1,2.3639211032839484,0
64,7,0.0,0.890625,1,2.882534087947714,0
13,1,0.0,0.9230769230769231,1,2.098147389135067,0
13,1,0.23076923076923078,0.6923076923076923,1,2.1383972463477248,0
17,1,0.0,0.9411764705882353,1,2.476247132983033,0
105,20,0.009523809523809525,0.8,1,3.1970926389920318,0
9,1,0.0,0.8888888888888888,1,1.8891591637540217,0
61,8,0.16393442622950818,0.7049180327868853,1,3.290019077203529,0
48,6,0.0,0.875,1,2.810051256272224,0
29,7,0.10344827586206896,0.6551724137931034,2,3.0624332675559947,0
85,10,0.29411764705882354,0.5882352941176471,1,3.2877627854740004,0
54,9,0.07407407407407407,0.7592592592592593,1,3.070874826228548,0
44,7,0.06818181818181818,0.7727272727272727,1,2.935489151739582,0
24,6,0.0,0.75,1,2.600431179881325,0
143,7,0.17482517482517482,0.7762237762237763,1,3.0356805927616404,0
41,7,0.17073170731707318,0.6585365853658537,2,3.0522181022102064,0
27,4,0.037037037037037035,0.8148148148148148,1,2.794979623870696,0
11,1,0.09090909090909091,0.8181818181818182,1,2.1458417525947544,0
135,20,0.007407407407407408,0.8444444444444444,1,3.5260840857615294,0
12,1,0.0,0.9166666666666666,1,2.210253577620973,0
67,8,0.14925373134328357,0.7313432835820896,1,3.225708192793588,0
18,1,0.0,0.9444444444444444,1,2.3221879428070658,0
13,1,0.0,0.9230769230769231,1,2.351673301904631,0
77,8,0.2597402597402597,0.6363636363636364,1,3.251349235424926,0
20,2,0.0,0.9,2,2.458204432785574,0
18,5,0.0,0.7222222222222222,1,2.6302533563892636,0
25,1,0.0,0.96,1,2.532524605780071,0
16,2,0.0625,0.8125,2,2.306668725404531,0
12,1,0.25,0.6666666666666666,1,2.3693821196946763,0
59,9,0.06779661016949153,0.7796610169491526,1,3.1964919437355306,0
14,1,0.0,0.9285714285714286,1,2.3046193848206715,0
68,8,0.0,0.8823529411764706,1,2.933993540161126,0
21,4,0.0,0.8095238095238095,1,2.780466368938682,0
89,11,0.07865168539325842,0.797752808988764,1,3.084982084207403,0
14,1,0.07142857142857142,0.8571428571428571,1,2.1439522006438696,0
53,8,0.18867924528301888,0.660377358490566,1,3.234786496265375,0
46,6,0.0,0.8695652173913043,1,2.754501159025873,0
52,7,0.11538461538461539,0.75,1,3.1158542793344433,0
22,9,0.0,0.5909090909090909,1,2.4763540198306746,0
17,1,0.0,0.9411764705882353,1,2.5885731626821173,0
30,7,0.03333333333333333,0.7333333333333333,1,2.829238032422047,0
14,1,0.0,0.9285714285714286,1,2.0449311748495913,0
19,1,0.0,0.9473684210526315,1,2.3786201994102125,0
11,1,0.0,0.9090909090909091,1,2.1458417525947544,0
12,1,0.0,0.9166666666666666,1,1.9356005054539454,0
15,1,0.0,0.9333333333333333,1,2.338371704803573,0
33,4,0.06060606060606061,0.8181818181818182,1,2.8325641319704373,0
84,12,0.0,0.8571428571428571,1,2.720998319278297,0
43,6,0.13953488372093023,0.7209302325581395,1,3.297679901753027,0
22,2,0.0,0.9090909090909091,2,2.626164786467235,0
57,10,0.0,0.8245614035087719,1,2.9643777607753674,0
26,5,0.0,0.8076923076923077,2,2.8114194983013414,0
18,1,0.0,0.9444444444444444,1,2.245171589411516,0
10,1,0.0,0.9,1,1.8343719702816235,0
50,9,0.06,0.76,1,2.9982311770417773,0
7,1,0.0,0.8571428571428571,1,1.7478680974667578,0
39,4,0.07692307692307693,0.8205128205128205,1,2.9123916037273005,0
11,1,0.0,0.9090909090909091,1,2.1458417525947544,0
22,3,0.0,0.8636363636363636,1,2.536220969470581,0
49,5,0.0,0.8979591836734694,1,2.8337949599074186,0
48,6,0.20833333333333334,0.6666666666666666,1,3.1992912099473707,0
73,11,0.0,0.8493150684931506,1,2.8558006507149813,0
58,6,0.27586206896551724,0.6206896551724138,2,3.239768287715334,0
28,5,0.0,0.8214285714285714,1,2.682016054291906,0
9,1,0.0,0.8888888888888888,1,2.0431918705451206,0
17,1,0.0,0.9411764705882353,1,2.11928092190985,0
63,8,0.06349206349206349,0.8095238095238095,1,3.2437090797698613,0
63,8,0.15873015873015872,0.7142857142857143,1,3.1900112480178073,0
54,8,0.18518518518518517,0.6666666666666666,1,3.2667675246840773,0
22,2,0.0,0.9090909090909091,2,2.500138026365427,0
60,8,0.16666666666666666,0.7,1,3.295845762871158,0
24,1,0.0,0.9583333333333334,1,2.5350251619107564,0
42,5,0.0,0.8809523809523809,1,2.755549790664179,0
53,6,0.39622641509433965,0.49056603773584906,1,3.0495357579829023,0
17,1,0.0,0.9411764705882353,1,2.11928092190985,0
21,1,0.0,0.9523809523809523,1,2.3723502877036786,0
37,7,0.0,0.8108108108108109,2,2.751522135039295,0
9,2,0.1111111111111111,0.6666666666666666,1,2.0431918705451206,0
77,9,0.12987012987012986,0.7532467532467533,1,3.1912971740030263,0
91,8,0.24175824175824176,0.6703296703296703,1,3.279213571887238,0
12,1,0.0,0.9166666666666666,1,1.9792045174343245,0
26,3,0.0,0.8846153846153846,1,2.7581004844121146,0
14,1,0.0,0.9285714285714286,1,2.2055983590263937,0
38,5,0.13157894736842105,0.7368421052631579,1,3.1220184985197488,0
29,7,0.06896551724137931,0.6896551724137931,2,2.9668267598925535,0
22,3,0.09090909090909091,0.7727272727272727,1,2.6023807799324827,0
50,9,0.1,0.72,1,3.3329063338261324,0
254,46,0.29133858267716534,0.5275590551181102,1,3.5364182772625092,0
108,20,0.009259259259259259,0.8055555555555556,1,3.5935902299344247,0
60,12,0.18333333333333332,0.6166666666666667,1,3.4818387021711765,0
12,1,0.0,0.9166666666666666,1,2.3693821196946763,0
11,2,0.0,0.8181818181818182,2,2.019814992492946,0
23,1,0.0,0.9565217391304348,1,2.5850551150485943,0
25,6,0.16,0.6,1,2.809783478004049,0
105,12,0.17142857142857143,0.7142857142857143,1,3.299336582257135,0
12,2,0.0,0.8333333333333334,1,2.3693821196946763,0
13,1,0.0,0.9230769230769231,1,2.458311329683084,0
67,8,0.1791044776119403,0.7014925373134329,1,3.3521875087657733,0
11,1,0.0,0.9090909090909091,1,2.3978952727983707,0
35,6,0.0,0.8285714285714286,1,2.8202275419711773,0
15,1,0.0,0.9333333333333333,1,2.0611128325795947,0
51,9,0.0,0.8235294117647058,1,3.14524896727135,0
16,1,0.0,0.9375,1,2.1873223188492537,0
89,10,0.24719101123595505,0.6404494382022472,1,3.3864307678518593,0
18,1,0.0,0.9444444444444444,1,2.3701349548823627,0
15,2,0.0,0.8666666666666667,1,2.3034884952192693,0
11,1,0.0,0.9090909090909091,1,2.1458417525947544,0
35,6,0.0,0.8285714285714286,1,2.916372065829642,0
12,1,0.0,0.9166666666666666,1,2.3693821196946763,0
121,11,0.19834710743801653,0.7107438016528925,1,3.716818368567189,0
7,1,0.0,0.8571428571428571,1,1.945910149055314,0
48,6,0.0,0.875,1,2.7587638669933465,0
14,2,0.0,0.8571428571428571,1,2.341994252232425,0
168,22,0.20238095238095238,0.6666666666666666,1,3.3453456887377047,0
18,2,0.0,0.8888888888888888,1,2.3701349548823627,0
52,10,0.019230769230769232,0.7884615384615384,2,2.840098843701882,0
27,3,0.0,0.8888888888888888,1,2.794979623870696,0
12,1,0.0,0.9166666666666666,1,2.0228085294147036,0
12,1,0.0,0.9166666666666666,1,2.3693821196946763,0
14,1,0.0,0.9285714285714286,1,1.9459101490553135,0
50,7,0.04,0.82,1,2.9190806180847213,0
30,4,0.0,0.8666666666666667,1,2.7830282203847174,0
37,3,0.08108108108108109,0.8378378378378378,1,2.917404487938919,0
20,1,0.0,0.95,1,2.276422685805818,0
18,1,0.16666666666666666,0.7777777777777778,1,2.736339051105066,0
8,1,0.25,0.625,1,2.0794415416798357,0
86,13,0.12790697674418605,0.7209302325581395,1,3.3385195452069776,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
56,12,0.0,0.7857142857142857,2,2.870714389027523,0
10,1,0.1,0.8,1,2.163955656882057,0
63,8,0.0,0.873015873015873,1,2.8699138563777185,0
29,5,0.0,0.8275862068965517,1,2.6917244118536385,0
26,1,0.0,0.9615384615384616,1,2.5045745716425514,0
13,1,0.0,0.9230769230769231,1,2.098147389135067,0
43,5,0.09302325581395349,0.7906976744186046,1,2.9329040975272536,0
34,7,0.08823529411764706,0.7058823529411765,1,3.0063008592935803,0
38,8,0.0,0.7894736842105263,2,2.9623230883027984,0
47,6,0.0,0.8723404255319149,1,2.8423013303917846,0
82,14,0.036585365853658534,0.7926829268292683,2,3.2148973152276983,0
54,9,0.07407407407407407,0.7592592592592593,1,3.0965469440270645,0
70,10,0.014285714285714285,0.8428571428571429,1,3.0710375569487773,0
115,23,0.1826086956521739,0.6173913043478261,1,3.3306817234150805,0
10,1,0.0,0.9,1,2.163955656882057,0
15,1,0.0,0.9333333333333333,1,2.5232109529528914,0
50,6,0.0,0.88,1,2.853163880764635,0
18,1,0.0,0.9444444444444444,1,2.2451715894115165,0
54,10,0.09259259259259259,0.7222222222222222,2,3.1484282914155264,0
47,8,0.1276595744680851,0.7021276595744681,1,3.1494823550443862,0
32,4,0.0,0.875,1,2.723534208761855,0
9,1,0.0,0.8888888888888888,1,2.0431918705451206,0
11,1,0.09090909090909091,0.8181818181818182,1,2.1458417525947544,0
64,5,0.0625,0.859375,1,3.0834194747598183,0
13,1,0.0,0.9230769230769231,1,2.031759218569271,0
72,13,0.1388888888888889,0.6805555555555556,2,3.264300445016454,0
16,2,0.0,0.875,2,2.3393717343898155,0
38,6,0.13157894736842105,0.7105263157894737,1,3.2452324781809123,0
32,6,0.0,0.8125,1,2.956494207179479,0
30,4,0.0,0.8666666666666667,1,2.765586615592566,0
19,1,0.0,0.9473684210526315,1,2.4061595753978207,0
57,9,0.0,0.8421052631578947,1,2.8464162274688127,0
36,4,0.0,0.8888888888888888,1,2.553237002993715,0
26,5,0.038461538461538464,0.7692307692307693,1,2.6514624566336615,0
65,8,0.15384615384615385,0.7230769230769231,1,3.2131631193388106,0
20,4,0.0,0.8,1,2.6229962760857903,0
32,1,0.0,0.96875,1,2.4905742103442297,0
10,1,0.0,0.9,1,2.163955656882057,0
15,4,0.0,0.7333333333333333,1,2.615630577027551,0
50,10,0.0,0.8,1,2.9487710154227003,0
66,13,0.0,0.803030303030303,1,2.953912442940283,0
46,9,0.17391304347826086,0.6304347826086957,2,2.8661567655877596,0
41,5,0.0,0.8780487804878049,1,2.882450398738582,0
29,6,0.0,0.7931034482758621,1,2.7097674512937955,0
63,11,0.0,0.8253968253968254,1,2.8516356359453803,0
14,1,0.0,0.9285714285714286,1,2.5400363038209806,0
84,14,0.023809523809523808,0.8095238095238095,1,3.2101399270973907,0
64,13,0.046875,0.75,1,3.14749385891172,0
12,1,0.0,0.9166666666666666,1,2.138333059508028,0
57,7,0.0,0.8771929824561403,1,2.8328036014516154,0
12,2,0.0,0.8333333333333334,2,2.1383330595080277,0
12,1,0.0,0.9166666666666666,1,2.253857589601352,0
43,6,0.0,0.8604651162790697,1,2.7638047980112015,0
49,6,0.20408163265306123,0.673469387755102,1,3.1311345889918507,0
21,1,0.0,0.9523809523809523,1,2.40056312640875,0
47,9,0.0425531914893617,0.7659574468085106,1,2.9728895656531904,0
16,2,0.0,0.875,1,2.4260151319598084,0
16,1,0.0,0.9375,1,2.306668725404531,0
14,1,0.07142857142857142,0.8571428571428571,1,2.4410152780267027,0
24,4,0.0,0.8333333333333334,1,2.694153703984459,0
56,6,0.08928571428571429,0.8035714285714286,1,3.1511298291532626,0
69,8,0.2753623188405797,0.6086956521739131,1,3.2798365318256653,0
96,15,0.14583333333333334,0.6979166666666666,1,3.4408235334609767,0
17,2,0.0,0.8823529411764706,1,2.425479708432719,0
20,1,0.5,0.45,1,2.3888897147295793,0
12,1,0.0,0.9166666666666666,1,2.094729047527649,0
14,1,0.0,0.9285714285714286,1,2.4036404106149494,0
42,8,0.0,0.8095238095238095,1,2.8832099662428883,0
14,2,0.0,0.8571428571428571,2,2.242973226438147,0
8,1,0.375,0.5,1,1.9061547465398496,0
48,6,0.0,0.875,1,2.8005923672155038,0
11,2,0.0,0.8181818181818182,1,2.1458417525947544,0
23,5,0.0,0.782608695652174,2,2.6305549536368162,0
14,1,0.21428571428571427,0.7142857142857143,1,2.4036404106149494,0
29,4,0.0,0.8620689655172413,1,2.784943972308736,0
17,1,0.0,0.9411764705882353,1,2.1500602244842355,0
15,1,0.0,0.9333333333333333,1,2.176185661560307,0
52,9,0.0,0.8269230769230769,4,2.8024747743373686,0
18,1,0.0,0.9444444444444444,1,2.5532370029937144,0
25,6,0.0,0.76,2,2.886165178199427,0
63,8,0.1111111111111111,0.7619047619047619,1,3.1938457332211683,0
105,16,0.05714285714285714,0.7904761904761904,2,3.1191580945292103,0
52,6,0.4807692307692308,0.40384615384615385,1,3.0845491460857586,0
74,7,0.2702702702702703,0.6351351351351351,1,3.170976583062745,0
10,1,0.1,0.8,1,2.0253262207700677,0
